ID,날짜,시간,내용,리트윗 수,좋아요 수,링크
realDonaldTrump,2019-12-30,22:23:30S,"He is Fake News, will always be Fredo to us. I should release some of his dishonest interviews? Coupled with bad ratings, he’d be out!",79386,19148,https://twitter.com/realDonaldTrump/status/1211774730258264066
realDonaldTrump,2019-12-30,14:28:30S,Thank you to highly respected Jewish leader Dov Hikind for his wonderful statements about me this morning on @foxandfriends.,110178,20733,https://twitter.com/realDonaldTrump/status/1211655287247126535
realDonaldTrump,2019-12-29,19:10:29S,"The anti-Semitic attack in Monsey, New York, on the 7th night of Hanukkah last night is horrific. We must all come together to fight, confront, and eradicate the evil scourge of anti-Semitism. Melania and I wish the victims a quick and full recovery.",160030,34615,https://twitter.com/realDonaldTrump/status/1211363928837632002
realDonaldTrump,2019-12-29,14:55:29S,Crazy Nancy Pelosi should spend more time in her decaying city and less time on the Impeachment Hoax!,123652,36995,https://twitter.com/realDonaldTrump/status/1211299664852598785
realDonaldTrump,2019-12-29,12:57:29S,Any answers Nancy?,112508,29895,https://twitter.com/realDonaldTrump/status/1211270040311476224
realDonaldTrump,2019-12-29,00:00:29S,Tremendous Spirit!,92738,22796,https://twitter.com/realDonaldTrump/status/1211074529172348928
realDonaldTrump,2019-12-28,23:58:28S,Thank you Joe. So good for our workers!,56416,13424,https://twitter.com/realDonaldTrump/status/1211074032956854272
realDonaldTrump,2019-12-28,22:15:28S,A Dirty Cop at the highest level. Scum!,67254,19398,https://twitter.com/realDonaldTrump/status/1211048160296079361
realDonaldTrump,2019-12-28,22:13:28S,Thank you Adriana!,33352,7504,https://twitter.com/realDonaldTrump/status/1211047586276270081
realDonaldTrump,2019-12-28,21:14:28S,"So sad to see that New York City and State are falling apart. All they want to do is investigate to make me hate them even more than I should. Governor Cuomo has lost control, and lost his mind. Very bad for the homeless and all!",137524,29525,https://twitter.com/realDonaldTrump/status/1211032731012018182
realDonaldTrump,2019-12-28,21:06:28S,I want to thank Rush Limbaugh for the tremendous support he has given to the MAKE AMERICA GREAT AGAIN Movement and our KEEP AMERICA GREAT Agenda! He is a major star who never wavered despite the Fake News Hits he has had to endure. His voice is far bigger than theirs!,131227,29782,https://twitter.com/realDonaldTrump/status/1211030803179876353
realDonaldTrump,2019-12-28,13:33:28S,"California and New York must do something about their TREMENDOUS Homeless problems. They are setting records! If their Governors can’t handle the situation, which they should be able to do very easily, they must call and “politely” ask for help. Would be so easy with competence!",169722,39124,https://twitter.com/realDonaldTrump/status/1210916803800707072
realDonaldTrump,2019-12-28,04:44:28S,The Wall is funded & being built!,63493,15437,https://twitter.com/realDonaldTrump/status/1210783484748255234
realDonaldTrump,2019-12-28,04:41:28S,"Now that wasn’t very nice, was it?",103348,29607,https://twitter.com/realDonaldTrump/status/1210782718524395523
realDonaldTrump,2019-12-28,04:13:28S,Our great First Lady. She really cares!,55742,13258,https://twitter.com/realDonaldTrump/status/1210775808106586113
realDonaldTrump,2019-12-28,04:07:28S,"Congresswoman Lesko, a great American!",33130,9241,https://twitter.com/realDonaldTrump/status/1210774216338857984
realDonaldTrump,2019-12-28,03:54:28S,A true Democrat Party leader!,61590,18933,https://twitter.com/realDonaldTrump/status/1210770931112534016
realDonaldTrump,2019-12-28,02:57:28S,What kind of an animal is this?,89726,28631,https://twitter.com/realDonaldTrump/status/1210756639269117953
realDonaldTrump,2019-12-28,02:56:28S,"Hillary should give it another try, but this time don’t forget Wisconsin, Pennsylvania, Michigan, North Carolina & others!",48948,13254,https://twitter.com/realDonaldTrump/status/1210756296481226754
realDonaldTrump,2019-12-28,02:43:28S,"Come on Crazy Nancy, do it!",53661,15870,https://twitter.com/realDonaldTrump/status/1210753082264436737
realDonaldTrump,2019-12-28,02:41:28S,He made same prediction in 2016. Nobody ever said Michael was stupid!,33542,8204,https://twitter.com/realDonaldTrump/status/1210752675349839875
realDonaldTrump,2019-12-28,02:31:28S,"Wow Crazy Nancy, what’s going on? This is big stuff!",134053,60125,https://twitter.com/realDonaldTrump/status/1210750161174941696
realDonaldTrump,2019-12-28,02:28:28S,"@OANN is doing incredible reporting. If Lamestream Media did the same, they would get respect back. At All-Time Low!",20889,10544,https://twitter.com/realDonaldTrump/status/1210749216307286016
realDonaldTrump,2019-12-28,01:52:28S,Thanks Kayleigh!,36852,9133,https://twitter.com/realDonaldTrump/status/1210740248075882497
realDonaldTrump,2019-12-27,21:51:27S,“Dow closes at another All-Time High!” @cvpayne @FoxBusiness,66235,14366,https://twitter.com/realDonaldTrump/status/1210679670133469186
realDonaldTrump,2019-12-27,20:43:27S,So interesting to see Nancy Pelosi demanding fairness from @senatemajldr McConnell when she presided over the most unfair hearing in the history of the United States Congress!,109092,26692,https://twitter.com/realDonaldTrump/status/1210662521222381569
realDonaldTrump,2019-12-27,16:37:27S,"....and native culture – S.216/Spokane Tribe, S.256/Native Languages and NDAA Sec. 2870 officially recognizing Little Shell Tribe of Chippewa Indians. My great honor to do so!",59481,12750,https://twitter.com/realDonaldTrump/status/1210600561529237510
realDonaldTrump,2019-12-27,16:37:27S,Thank YOU Indian Country for being such an IMPORTANT part of the American story! I recently signed 3 bills to support tribal sovereignty....,100081,21080,https://twitter.com/realDonaldTrump/status/1210600560719781889
realDonaldTrump,2019-12-27,14:42:27S,"“Trump Stock Market rally is far outpacing past U.S. presidents” @CNBC With new trade deals, and more, THE BEST IS YET TO COME!",70810,16099,https://twitter.com/realDonaldTrump/status/1210571664037208064
realDonaldTrump,2019-12-27,14:28:27S,Speaker Pelosi and Chuck Schumer’s drive to try and rig the trial against the President is misplaced. There is no factual basis for the Articles of Impeachment that passed the House. This President will be exonerated.” William McGinley @foxandfriends,84850,20548,https://twitter.com/realDonaldTrump/status/1210568154658803713
realDonaldTrump,2019-12-27,14:16:27S,"Thank you Kristy, have a great year!",74238,13536,https://twitter.com/realDonaldTrump/status/1210565179949404160
realDonaldTrump,2019-12-27,13:48:27S,"Academy Award winning actor (and great guy!) @jonvoight is fantastic in the role of Mickey Donovan in the big television hit, Ray Donovan. From Midnight Cowboy to Deliverance to The Champ (one of the best ever boxing movies), &amp; many others, Jon delivers BIG. Also, LOVES THE USA!",75018,16572,https://twitter.com/realDonaldTrump/status/1210558076815912960
realDonaldTrump,2019-12-27,04:27:27S,"“Democrats repeatedly claimed impeachment was an urgent matter, but now Nancy Pelosi uses stall tactics to obstruct the Senate.” @replouiegohmert @HeyTammyBruce @FoxNews It’s all part of the Impeachment Hoax!",84959,20091,https://twitter.com/realDonaldTrump/status/1210416954068078592
realDonaldTrump,2019-12-27,04:20:27S,“Pelosi’s stall tactics expose the weakness of Democrat’s impeachment case.” @GreggJarrett @FoxNews,73141,16206,https://twitter.com/realDonaldTrump/status/1210415111925649408
realDonaldTrump,2019-12-27,00:17:27S,Thank you Ritchie!,48769,11689,https://twitter.com/realDonaldTrump/status/1210354030997901312
realDonaldTrump,2019-12-27,00:07:27S,The movie will never be the same! (just kidding),101208,17059,https://twitter.com/realDonaldTrump/status/1210351400313638914
realDonaldTrump,2019-12-27,00:03:27S,I guess Justin T doesn’t much like my making him pay up on NATO or Trade!,88151,19656,https://twitter.com/realDonaldTrump/status/1210350571452022784
realDonaldTrump,2019-12-26,23:53:26S,"California leads the nation, by far, in both the number of homeless people, and the percentage increase in the homeless population - two terrible stats. Crazy Nancy should focus on that in her very down district, and helping her incompetent governor with the big homeless problem!",126901,28296,https://twitter.com/realDonaldTrump/status/1210347885386178560
realDonaldTrump,2019-12-26,23:44:26S,"“Nancy Pelosi is trying to usurp the Constitutional role of the Senate. The longer this goes on, the more petty, partisan & political it all looks.” @KarlRove @FoxNews Just more of the same from the Do Nothing Dems. Nancy should be helping the record number of homeless in her D!",60433,15391,https://twitter.com/realDonaldTrump/status/1210345748933595137
realDonaldTrump,2019-12-26,21:18:26S,"“Nasdaq Hits 9,000 for First Time Ever”",69368,17250,https://twitter.com/realDonaldTrump/status/1210308913620553728
realDonaldTrump,2019-12-26,20:41:26S,“Trump stock market rally is far outpacing past US presidents”,80435,18798,https://twitter.com/realDonaldTrump/status/1210299694880088065
realDonaldTrump,2019-12-26,15:25:26S,"Russia, Syria, and Iran are killing, or on their way to killing, thousands of innocent civilians in Idlib Province. Don’t do it! Turkey is working hard to stop this carnage.",104539,21995,https://twitter.com/realDonaldTrump/status/1210220021433208832
realDonaldTrump,2019-12-26,14:36:26S,"Despite all of the great success that our Country has had over the last 3 years, it makes it much more difficult to deal with foreign leaders (and others) when I am having to constantly defend myself against the Do Nothing Democrats & their bogus Impeachment Scam. Bad for USA!",121785,27544,https://twitter.com/realDonaldTrump/status/1210207810291671045
realDonaldTrump,2019-12-26,13:21:26S,"“Nancy Pelosi has no leverage over the Senate. Mitch McConnell did not nose his way into the impeachment process in the House, and she has no standing in the Senate.” Brad Blakeman. Crazy Nancy should clean up her filthy dirty District & help the homeless there. A primary for N?",91074,22165,https://twitter.com/realDonaldTrump/status/1210188790008037376
realDonaldTrump,2019-12-26,12:59:26S,"Nancy Pelosi’s District in California has rapidly become one of the worst anywhere in the U.S. when it come to the homeless & crime. It has gotten so bad, so fast - she has lost total control and, along with her equally incompetent governor, Gavin Newsom, it is a very sad sight!",118258,29559,https://twitter.com/realDonaldTrump/status/1210183406904074240
realDonaldTrump,2019-12-26,12:42:26S,"Brad Blakeman “I happen to believe as a lawyer that the charges are defective, they don’t meet the Constitutional standard of high crimes and misdemeanors, so I would like to see a Motion to Dismiss. At least 51 Republican Senators would agree with that-there should be no trial.”",74145,18063,https://twitter.com/realDonaldTrump/status/1210179032031072256
realDonaldTrump,2019-12-26,12:18:26S,"The Radical Left, Do Nothing Democrats said they wanted to RUSH everything through to the Senate because “President Trump is a threat to National Security” (they are vicious, will say anything!), but now they don’t want to go fast anymore, they want to go very slowly. Liars!",103173,23235,https://twitter.com/realDonaldTrump/status/1210172955982016512
realDonaldTrump,2019-12-26,11:58:26S,"“Look, the House is supposed to do all of this work on witnesses and documents BEFORE they send the articles over to the Senate, not to call in new witnesses, go through new documents - that work is supposed to be done in the House.” @KatiePavlich @foxandfriends",68658,16316,https://twitter.com/realDonaldTrump/status/1210168044376526848
realDonaldTrump,2019-12-26,03:12:26S,"...& overwhelming,” but this Scam Impeachment was neither. Also, very unfair with no Due Process, proper representation, or witnesses. Now Pelosi is demanding everything the Republicans weren’t allowed to have in the House. Dems want to run majority Republican Senate. Hypocrites!",76455,16717,https://twitter.com/realDonaldTrump/status/1210035580140175361
realDonaldTrump,2019-12-26,03:12:26S,"Why should Crazy Nancy Pelosi, just because she has a slight majority in the House, be allowed to Impeach the President of the United States? Got ZERO Republican votes, there was no crime, the call with Ukraine was perfect, with “no pressure.” She said it must be “bipartisan...",116134,24370,https://twitter.com/realDonaldTrump/status/1210035579179749378
realDonaldTrump,2019-12-25,23:04:25S,Wow. It’s all a giant SCAM!,87580,25188,https://twitter.com/realDonaldTrump/status/1209973303919677441
realDonaldTrump,2019-12-25,23:02:25S,Thank you Tammy. You are doing a GREAT job!,52611,10921,https://twitter.com/realDonaldTrump/status/1209972732793905154
realDonaldTrump,2019-12-25,22:29:25S,"Governor Gavin N has done a really bad job on taking care of the homeless population in California. If he can’t fix the problem, the Federal Govt. will get involved!",89604,22424,https://twitter.com/realDonaldTrump/status/1209964406324510720
realDonaldTrump,2019-12-25,20:32:25S,"2019 HOLIDAY RETAIL SALES WERE UP 3.4% FROM LAST YEAR, THE BIGGEST NUMBER IN U.S. HISTORY. CONGRATULATIONS AMERICA!",150807,27796,https://twitter.com/realDonaldTrump/status/1209935018153455616
realDonaldTrump,2019-12-25,12:26:25S,MERRY CHRISTMAS!,724125,109988,https://twitter.com/realDonaldTrump/status/1209812664601522178
realDonaldTrump,2019-12-24,22:32:24S,"187 new Federal Judges have been confirmed under the Trump Administration, including two great new United States Supreme Court Justices. We are shattering every record! Read all about this in “The Long Game,” a great new book by @senatemajldr Mitch McConnell. Amazing story!",112422,24794,https://twitter.com/realDonaldTrump/status/1209602813019463680
realDonaldTrump,2019-12-24,22:13:24S,,55041,13390,https://twitter.com/realDonaldTrump/status/1209597945114484736
realDonaldTrump,2019-12-24,21:59:24S,,45095,13361,https://twitter.com/realDonaldTrump/status/1209594493432975360
realDonaldTrump,2019-12-24,13:25:24S,The ONLY reason we were able to get our great USMCA Trade Deal approved was because the Do Nothing Democrats wanted to show that they could approve something productive in light of the fact that all they even think about is impeachment. She knows nothing about the USMCA Deal!,116319,26840,https://twitter.com/realDonaldTrump/status/1209465106364555264
realDonaldTrump,2019-12-24,13:15:24S,"....the American public’s tone deafness - & it should be intolerable, because the American people have had it with this.” @kilmeade @foxandfriends The Radical Left, Do Nothing Democrats have gone CRAZY. They want to make it as hard as possible for me to properly run our Country!",56582,13564,https://twitter.com/realDonaldTrump/status/1209462723328782336
realDonaldTrump,2019-12-24,12:21:24S,"“The Trump Administration, Trump policies, have put our economy on a trajectory it has never been on before.” Griff Jenkins, @foxandfriends",72382,15507,https://twitter.com/realDonaldTrump/status/1209449029672873985
realDonaldTrump,2019-12-24,12:15:24S,“Stocks kick off Christmas week at All-Time Record Highs.” @foxandfriends,63870,13246,https://twitter.com/realDonaldTrump/status/1209447572546424832
realDonaldTrump,2019-12-24,12:10:24S,"....mount some kind of public pressure to demand witnesses, but McConnell has the votes and he can run this trial anyway he wants to. @brithume @foxandfriends",58225,12901,https://twitter.com/realDonaldTrump/status/1209446147233845250
realDonaldTrump,2019-12-24,12:10:24S,"Everything we’re seeing from Speaker Pelosi and Senator Schumer suggests that they’re in real doubt about the evidence they’ve brought forth so far not being good enough, and are very, very urgently seeking a way to find some more evidence. The only way to make this work is to..",82983,18950,https://twitter.com/realDonaldTrump/status/1209446138811764737
realDonaldTrump,2019-12-24,02:46:24S,“The real victims here are the American people and the Constitution. The Constitution has been damaged by this ploy being used by Nancy Pelosi. This is a very bad time for the United States Constitution.” @AlanDersh,80154,20926,https://twitter.com/realDonaldTrump/status/1209304295365107713
realDonaldTrump,2019-12-24,02:31:24S,"What the Democrats are doing is “Obstruction of the Senate. It’s wrong Constitutionally, it’s wrong morally, and it’s wrong politically.” @AlanDersh @seanhannity @dbongino l agree, and so does the public!",93419,23509,https://twitter.com/realDonaldTrump/status/1209300561864142848
realDonaldTrump,2019-12-24,00:17:24S,"STOCK MARKET CLOSES AT ALL-TIME HIGH! What a great time for the Radical Left, Do Nothing Democrats to Impeach your favorite President, especially since he has not done anything wrong!",124473,25558,https://twitter.com/realDonaldTrump/status/1209266861436809216
realDonaldTrump,2019-12-23,23:58:23S,NASDAQ UP 72.2% SINCE OUR GREAT 2016 ELECTION VICTORY! DOW UP 55.8%. The best is yet to come!,88403,19457,https://twitter.com/realDonaldTrump/status/1209262137182445569
realDonaldTrump,2019-12-23,23:47:23S,I agree 100%!,45079,10015,https://twitter.com/realDonaldTrump/status/1209259291217141760
realDonaldTrump,2019-12-23,23:25:23S,Wouldn’t it be reasonable to assume that Republicans in the Senate should handle the Impeachment Hoax in the exact same manner as Democrats in the House handled their recent partisan scam? Why would it be different for Republicans than it was for the Radical Left Democrats?,107904,23842,https://twitter.com/realDonaldTrump/status/1209253611882070017
realDonaldTrump,2019-12-23,22:13:23S,"....What right does Crazy Nancy have to hold up this Senate trial. None! She has a bad case and would rather not have a negative decision. This Witch Hunt must end NOW with a trial in the Senate, or let her default & lose. No more time should be wasted on this Impeachment Scam!",64826,15704,https://twitter.com/realDonaldTrump/status/1209235491503169536
realDonaldTrump,2019-12-23,22:13:23S,"Nancy Pelosi, who has already lost the House & Speakership once, & is about to lose it again, is doing everything she can to delay the zero Republican vote Articles of Impeachment. She is trying to take over the Senate, & Cryin’ Chuck is trying to take over the trial. No way!....",99262,23618,https://twitter.com/realDonaldTrump/status/1209235490026774528
realDonaldTrump,2019-12-23,13:38:23S,"Pelosi gives us the most unfair trial in the history of the U.S. Congress, and now she is crying for fairness in the Senate, and breaking all rules while doing so. She lost Congress once, she will do it again!",168227,35660,https://twitter.com/realDonaldTrump/status/1209106016551481344
realDonaldTrump,2019-12-22,22:14:22S,"The Democrats and Crooked Hillary paid for & provided a Fake Dossier, with phony information gotten from foreign sources, pushed it to the corrupt media & Dirty Cops, & have now been caught. They spied on my campaign, then tried to cover it up - Just Like Watergate, but bigger!",157884,49985,https://twitter.com/realDonaldTrump/status/1208873492025925632
realDonaldTrump,2019-12-22,20:21:22S,"Melania and I send our warmest wishes to Jewish people in the United States, Israel, and across the world as you commence the 8-day celebration of Hanukkah.",90244,19525,https://twitter.com/realDonaldTrump/status/1208845039230689280
realDonaldTrump,2019-12-22,20:18:22S,"Crazy Nancy wants to dictate terms on the Impeachment Hoax to the Republican Majority Senate, but striped away all Due Process, no lawyers or witnesses, on the Democrat Majority House. The Dems just wish it would all end. Their case is dead, their poll numbers are horrendous!",142588,32186,https://twitter.com/realDonaldTrump/status/1208844297912619008
realDonaldTrump,2019-12-22,03:18:22S,,54138,15400,https://twitter.com/realDonaldTrump/status/1208587674342301703
realDonaldTrump,2019-12-22,03:17:22S,,68421,20705,https://twitter.com/realDonaldTrump/status/1208587342879047681
realDonaldTrump,2019-12-21,21:07:21S,,156435,42949,https://twitter.com/realDonaldTrump/status/1208494102062477312
realDonaldTrump,2019-12-21,19:38:21S,"Last night I was so proud to have signed the largest Defense Bill ever. The very vital Space Force was created. New planes, ships, missiles, rockets and equipment of every kind, and all made right here in the USA. Additionally, we got Border Wall (being built) funding. Nice!",162431,31594,https://twitter.com/realDonaldTrump/status/1208471806815997953
realDonaldTrump,2019-12-21,05:39:21S,https://twitter.com/DeptofDefense/status/1208186990400692224,60604,16254,https://twitter.com/realDonaldTrump/status/1208260654571896832
realDonaldTrump,2019-12-21,04:50:21S,The great Democrat disgrace. But we are winning!,59875,15161,https://twitter.com/realDonaldTrump/status/1208248471200899072
realDonaldTrump,2019-12-21,04:46:21S,"Plus, never did anything wrong. Read the Transcripts. A Democrat Hoax!",51550,13153,https://twitter.com/realDonaldTrump/status/1208247467818594305
realDonaldTrump,2019-12-21,04:43:21S,Broke all time Stock Market Record again today. 135 times since my 2016 Election Win. Thank you!,150728,26666,https://twitter.com/realDonaldTrump/status/1208246633168850944
realDonaldTrump,2019-12-21,04:40:21S,Thank you Franklin!,38878,8728,https://twitter.com/realDonaldTrump/status/1208245861974790148
realDonaldTrump,2019-12-21,04:18:21S,,88367,23118,https://twitter.com/realDonaldTrump/status/1208240210364051456
realDonaldTrump,2019-12-21,03:43:21S,"BIG thank you to Mac Thornberry (@MacTXPress) for a GREAT Defense Deal! Mac has been a champion for our Military and Vets his whole career, and now he can add Space Force to his accomplishments. Look forward to another great defense bill next year, Mac! @HASCRepublicans",34221,7716,https://twitter.com/realDonaldTrump/status/1208231562552188930
realDonaldTrump,2019-12-21,03:40:21S,"Proud of @JimInhofe’s tenacious Oklahoma spirit that got the NDAA done. Maybe the best yet because it takes care of troops &amp; establishes SPACE FORCE, which is 1st new branch since 1947 (Air Force). Another huge win for Jim’s legacy. To many more! @SASCMajority",28361,7054,https://twitter.com/realDonaldTrump/status/1208230850040672257
realDonaldTrump,2019-12-21,03:32:21S,My Administration pushed to include a big expansion to Veteran telehealth in the spending bill so that the brave men and women who served our Country get the care they need. #RuralProsperity,47985,10898,https://twitter.com/realDonaldTrump/status/1208228664049111045
realDonaldTrump,2019-12-21,03:31:21S,Honored to finally put an end to the “Widow’s Tax” and ensure that our surviving military spouses receive their full benefits. The spouses and families of our fallen heroes have suffered enough and WE must do everything in our power to ease the burden.,123775,27673,https://twitter.com/realDonaldTrump/status/1208228582386020352
realDonaldTrump,2019-12-21,03:31:21S,"We will always provide for our Veterans and their mental health. I pushed Congress to provide $10 Billion for Vet mental health, suicide prevention outreach, and funding for my PREVENTS Initiative to end Vet suicide. Congress responded. A big win for our Vets!",62379,14680,https://twitter.com/realDonaldTrump/status/1208228389246701568
realDonaldTrump,2019-12-21,03:30:21S,A total Witch Hunt!,54009,11120,https://twitter.com/realDonaldTrump/status/1208228299119439878
realDonaldTrump,2019-12-21,03:30:21S,"Last year I signed legislation that gives our Veterans CHOICE, through private providers, and at urgent care facilities! Today we fully funded this $10 billion a year effort that gets our brave Veterans care quickly, and close to home.",83226,17703,https://twitter.com/realDonaldTrump/status/1208228281402757121
realDonaldTrump,2019-12-21,03:16:21S,“It’s time to put House Democrats on trial.” @IngrahamAngle,99439,22540,https://twitter.com/realDonaldTrump/status/1208224663115042816
realDonaldTrump,2019-12-21,03:02:21S,To Our Incredible Federal Workforce:,38780,9194,https://twitter.com/realDonaldTrump/status/1208221277917515777
realDonaldTrump,2019-12-21,03:01:21S,To The Extraordinary Men and Women of the United States Military:,65449,16023,https://twitter.com/realDonaldTrump/status/1208220823137505280
realDonaldTrump,2019-12-20,22:41:20S,"We are getting MS-13 gang members, and many other people that shouldn’t be here, out of our Country!",116902,29178,https://twitter.com/realDonaldTrump/status/1208155412962447360
realDonaldTrump,2019-12-20,22:26:20S,THANK YOU! #KAG2020 ,66264,13768,https://twitter.com/realDonaldTrump/status/1208151834109587456
realDonaldTrump,2019-12-20,21:28:20S,Nancy Pelosi is looking for a Quid Pro Quo with the Senate. Why aren’t we Impeaching her?,200761,46325,https://twitter.com/realDonaldTrump/status/1208137095270862848
realDonaldTrump,2019-12-20,21:23:20S,"Economy is GREAT, Big Stock Market uptick today. Best ranking in 20 years admits CNN!",46893,12204,https://twitter.com/realDonaldTrump/status/1208135784152358913
realDonaldTrump,2019-12-20,21:09:20S,"Just had a great call with the President of Brazil, @JairBolsonaro. We discussed many subjects including Trade. The relationship between the United States and Brazil has never been Stronger!",93135,19946,https://twitter.com/realDonaldTrump/status/1208132227667812357
realDonaldTrump,2019-12-20,21:07:20S,"....Kevin is strong on Securing the Border, #USMCA, protecting our #2A, and Loves our Vets and Military. Kevin is a true friend, and has my Complete and Total Endorsement!",27871,6362,https://twitter.com/realDonaldTrump/status/1208131920598573056
realDonaldTrump,2019-12-20,21:07:20S,Congressman Kevin Brady (@bradyfortexas) is an outstanding representative for our Country and the Great State of Texas. A big supporter of our #MAGA Agenda....,34067,7945,https://twitter.com/realDonaldTrump/status/1208131919667433475
realDonaldTrump,2019-12-20,21:04:20S,"....and has my FULL Endorsement. This is a BIG win for our GOP and a BIG win for South Jersey. South Jersey is TRUMP COUNTRY, so I know ALL NJ Republicans will join me in supporting Jeff Van Drew. The Dems are already coming after him, so help Jeff win.",34270,8984,https://twitter.com/realDonaldTrump/status/1208130977500991489
realDonaldTrump,2019-12-20,21:04:20S,The Democrat Party’s Witch Hunt and CRAZY EXTREME policies are chasing common sense people out of the Dem Party. That’s why Jeff Van Drew (@CongressmanJVD) voted NO on the Impeachment Hoax. Jeff will be joining our growing Republican Party....,45040,10845,https://twitter.com/realDonaldTrump/status/1208130976188108805
realDonaldTrump,2019-12-20,20:59:20S,Congressman @ScottRTipton is a great supporter of the #MAGA Agenda! He fights for your #2A rights and the Border Wall. Scott is working hard for Colorado and has my Complete and Total Endorsement!,33064,7989,https://twitter.com/realDonaldTrump/status/1208129708690464771
realDonaldTrump,2019-12-20,18:19:20S,"Thank you to Franklin Graham for stating that his father, the late great Billy Graham, voted for me in the 2016 Election. I know how pleased you are with the work we have all done together!",73046,18950,https://twitter.com/realDonaldTrump/status/1208089516176805888
realDonaldTrump,2019-12-20,18:18:20S,"I guess the magazine, “Christianity Today,” is looking for Elizabeth Warren, Bernie Sanders, or those of the socialist/communist bent, to guard their religion. How about Sleepy Joe? The fact is, no President has ever done what I have done for Evangelicals, or religion itself!",113459,23609,https://twitter.com/realDonaldTrump/status/1208089293308211202
realDonaldTrump,2019-12-20,15:24:20S,"Had a very good talk with President Xi of China concerning our giant Trade Deal. China has already started large scale purchaes of agricultural product & more. Formal signing being arranged. Also talked about North Korea, where we are working with China, & Hong Kong (progress!).",92313,20423,https://twitter.com/realDonaldTrump/status/1208045488156614659
realDonaldTrump,2019-12-20,14:19:20S,"I will be signing our 738 Billion Dollar Defense Spending Bill today. It will include 12 weeks Paid Parental Leave, gives our troops a raise, importantly creates the SPACE FORCE, SOUTHERN BORDER WALL FUNDING, repeals “Cadillac Tax” on Health Plans, raises smoking age to 21! BIG!",170112,33429,https://twitter.com/realDonaldTrump/status/1208029119776247808
realDonaldTrump,2019-12-20,12:12:20S,"....have a Radical Left nonbeliever, who wants to take your religion & your guns, than Donald Trump as your President. No President has done more for the Evangelical community, and it’s not even close. You’ll not get anything from those Dems on stage. I won’t be reading ET again!",64019,14843,https://twitter.com/realDonaldTrump/status/1207997319821615105
realDonaldTrump,2019-12-20,12:12:20S,"A far left magazine, or very “progressive,” as some would call it, which has been doing poorly and hasn’t been involved with the Billy Graham family for many years, Christianity Today, knows nothing about reading a perfect transcript of a routine phone call and would rather.....",79962,18812,https://twitter.com/realDonaldTrump/status/1207997316424187905
realDonaldTrump,2019-12-20,11:12:20S,Thank you Bill. So true!,44865,9838,https://twitter.com/realDonaldTrump/status/1207982039934345216
realDonaldTrump,2019-12-20,04:49:20S,“House Democrats perpetrating a fraud on America.” @IngrahamAngle,66891,14872,https://twitter.com/realDonaldTrump/status/1207885669495922688
realDonaldTrump,2019-12-20,04:35:20S,#MAGA,50607,12508,https://twitter.com/realDonaldTrump/status/1207882239498960896
realDonaldTrump,2019-12-20,03:16:20S,"“What’s been revealed is a Country in better shape than it’s been in decades. Working men and women in the Country are the beneficiaries of a President who’s doing exactly what he said he was going to do, that is to restore prosperity for all Americans.” @LouDobbs Thank you Lou!",80314,19009,https://twitter.com/realDonaldTrump/status/1207862428802916354
realDonaldTrump,2019-12-20,02:56:20S,“This is political malpractice. This is a horrible judgement call on the part of the Speaker. You put your members in Trump friendly districts in a very difficult spot. It’s only going to extend it out further. This looks like the joke that it actually is.” Ben Domenech,78052,17262,https://twitter.com/realDonaldTrump/status/1207857396913201154
realDonaldTrump,2019-12-20,01:56:20S,"The reason the Democrats don’t want to submit the Articles of Impeachment to the Senate is that they don’t want corrupt politician Adam Shifty Schiff to testify under oath, nor do they want the Whistleblower, the missing second Whistleblower, the informer, the Bidens, to testify!",122856,31999,https://twitter.com/realDonaldTrump/status/1207842238623080448
realDonaldTrump,2019-12-20,00:36:20S,The House Democrats were unable to get even a single vote from the Republicans on their Impeachment Hoax. The Republicans have never been so united! The Dem’s case is so bad that they don’t even want to go to trial!,103286,22501,https://twitter.com/realDonaldTrump/status/1207821957988835329
realDonaldTrump,2019-12-20,00:16:20S,"So after the Democrats gave me no Due Process in the House, no lawyers, no witnesses, no nothing, they now want to tell the Senate how to run their trial. Actually, they have zero proof of anything, they will never even show up. They want out. I want an immediate trial!",204005,43303,https://twitter.com/realDonaldTrump/status/1207817078725578755
realDonaldTrump,2019-12-19,23:55:19S,"The great USMCA Trade Deal (Mexico & Canada) has been sitting on Nancy Pelosi’s desk for 8 months, she doesn’t even know what it says, & today, after passing by a wide margin in the House, Pelosi tried to take credit for it. Labor will vote for Trump. Trade deal is great for USA!",93611,23964,https://twitter.com/realDonaldTrump/status/1207811646300790784
realDonaldTrump,2019-12-19,23:42:19S,"“Jesse (Watters), this is the best year any President has ever had, plus we get an impeachment.” @greggutfeld The Five @FoxNews",57921,12846,https://twitter.com/realDonaldTrump/status/1207808421275275264
realDonaldTrump,2019-12-19,16:07:19S,"Pelosi feels her phony impeachment HOAX is so pathetic she is afraid to present it to the Senate, which can set a date and put this whole SCAM into default if they refuse to show up! The Do Nothings are so bad for our Country!",165934,37612,https://twitter.com/realDonaldTrump/status/1207694073634705414
realDonaldTrump,2019-12-19,15:52:19S,Thank you Rena!,70681,17462,https://twitter.com/realDonaldTrump/status/1207690276673900544
realDonaldTrump,2019-12-19,15:48:19S,Thank you Terrence!,73834,17144,https://twitter.com/realDonaldTrump/status/1207689056538308611
