ID,날짜,시간,내용,리트윗 수,좋아요 수,링크
realDonaldTrump,2019-11-10,00:46:10S,But the Fake News will never show this. Thank you!,44459,10682,https://twitter.com/realDonaldTrump/status/1193328925742469120
realDonaldTrump,2019-11-10,00:40:10S,Thank you to LSU and Alabama for a great game!,152093,18188,https://twitter.com/realDonaldTrump/status/1193327464308625409
realDonaldTrump,2019-11-10,00:34:10S,Totally!,30144,7230,https://twitter.com/realDonaldTrump/status/1193326075138297857
realDonaldTrump,2019-11-10,00:12:10S,A terrible lie. How can she do such a thing?,45874,14348,https://twitter.com/realDonaldTrump/status/1193320428883845121
realDonaldTrump,2019-11-10,00:02:10S,Thank you Lee and David!,25881,6053,https://twitter.com/realDonaldTrump/status/1193317958254239744
realDonaldTrump,2019-11-09,19:31:09S,95% Approval Rating in the Republican Party. Thank you! #MAGA #KAG2020,67821,13526,https://twitter.com/realDonaldTrump/status/1193249691741216768
realDonaldTrump,2019-11-09,19:25:09S,....Whatever happened to the so-called “informer” to Whistleblower #1? Seems to have disappeared after I released the Transcript of the call. Shouldn’t he be on the list to testify? Witch Hunt!,74207,17462,https://twitter.com/realDonaldTrump/status/1193248307402797056
realDonaldTrump,2019-11-09,18:52:09S,"I recommend that Nervous Nancy Pelosi (who backed up Schiff’s lie), Shifty Adam Schiff, Sleepy Joe Biden, the Whistleblower (who miraculously disappeared after I released the transcript of the call), the 2nd Whistleblower (who also disappeared), & the I.G., be part of the list!",90506,23626,https://twitter.com/realDonaldTrump/status/1193239922926178304
realDonaldTrump,2019-11-09,17:49:09S,PRESIDENTIAL HARASSMENT!,121039,23879,https://twitter.com/realDonaldTrump/status/1193224005827940352
realDonaldTrump,2019-11-09,16:15:09S,"But the Witch Hunt continues. After 3 years of relentless attacks against the Republican Party & me, the Do Nothing Dems are losers for America!",59825,15190,https://twitter.com/realDonaldTrump/status/1193200357243080704
realDonaldTrump,2019-11-09,15:44:09S,Bringing the word “Nationalism” back into the mainstream - great job by Rich Lowry! Very important book.,39248,10646,https://twitter.com/realDonaldTrump/status/1193192673429131264
realDonaldTrump,2019-11-09,15:37:09S,"Just finished reading my son Donald’s just out new book, “Triggered.” It is really good! He, along with many of us, was very unfairly treated. But we all fight back, and we always win!",170923,29984,https://twitter.com/realDonaldTrump/status/1193190844012122113
realDonaldTrump,2019-11-09,12:01:09S,We will win big!,32804,8589,https://twitter.com/realDonaldTrump/status/1193136605067911168
realDonaldTrump,2019-11-09,12:00:09S,True!,30221,7834,https://twitter.com/realDonaldTrump/status/1193136346438746113
realDonaldTrump,2019-11-09,11:46:09S,"Good luck Vince, this will be great!",23519,4420,https://twitter.com/realDonaldTrump/status/1193132809986203649
realDonaldTrump,2019-11-09,11:41:09S,"Fake News is reporting that I am talking to Mark Burnett about doing a big show, perhaps The Apprentice, after the presidency, which I would assume they mean in 5 years. This is not true, never had such a conversation, don’t even have time to think about it. False reporting!",95626,20764,https://twitter.com/realDonaldTrump/status/1193131455796404224
realDonaldTrump,2019-11-09,04:58:09S,"“Mark Levin blasts Adam Schiff, claims 'the law is on the president's side' on Ukraine”",49246,12856,https://twitter.com/realDonaldTrump/status/1193030111383228416
realDonaldTrump,2019-11-08,17:19:08S,I will be announcing the winners of the #MAGACHALLENGE and inviting them to the @WhiteHouse to meet with me and perform. Good luck!,92234,24496,https://twitter.com/realDonaldTrump/status/1192854195625316352
realDonaldTrump,2019-11-08,03:08:08S,,112015,31624,https://twitter.com/realDonaldTrump/status/1192640102943674368
realDonaldTrump,2019-11-08,00:08:08S,STATEMENT FROM PRESIDENT DONALD J. TRUMP,107534,30063,https://twitter.com/realDonaldTrump/status/1192594646691729408
realDonaldTrump,2019-11-07,15:43:07S,Stock Market up big today. A New Record. Enjoy!,110328,18811,https://twitter.com/realDonaldTrump/status/1192467617140924417
realDonaldTrump,2019-11-07,15:41:07S,The Radical Left Dems and LameStream Media are just trying to make it hard for Republicans and me to win in 2020. The new Impeachment Hoax is already turning against them!,69931,17086,https://twitter.com/realDonaldTrump/status/1192467215360102401
realDonaldTrump,2019-11-07,15:27:07S,"The Amazon Washington Post and three lowlife reporters, Matt Zapotosky, Josh Dawsey, and Carol Leonnig, wrote another Fake News story, without any sources (pure fiction), about Bill Barr & myself. We both deny this story, which they knew before they wrote it. A garbage newspaper!",80297,22502,https://twitter.com/realDonaldTrump/status/1192463709400117250
realDonaldTrump,2019-11-07,15:18:07S,THANK YOU! #MAGA,63297,14033,https://twitter.com/realDonaldTrump/status/1192461425358385154
realDonaldTrump,2019-11-07,15:16:07S,"It was just explained to me that for next weeks Fake Hearing (trial) in the House, as they interview Never Trumpers and others, I get NO LAWYER & NO DUE PROCESS. It is a Pelosi, Schiff, Scam against the Republican Party and me. This Witch Hunt should not be allowed to proceed!",128797,33707,https://twitter.com/realDonaldTrump/status/1192460764235419654
realDonaldTrump,2019-11-07,14:51:07S,“What did Hunter Biden do for the money?” @SenJohnKennedy A very good question. He and Sleepy Joe must testify!,54123,14631,https://twitter.com/realDonaldTrump/status/1192454569936216065
realDonaldTrump,2019-11-07,14:00:07S,"Based on the information released last night about the Fake Whistleblowers attorney, the Impeachment Hoax should be ended IMMEDIATELY! There is no case, except against the other side!",88264,23851,https://twitter.com/realDonaldTrump/status/1192441715984089088
realDonaldTrump,2019-11-07,13:47:07S,Read the Transcript!,92753,18663,https://twitter.com/realDonaldTrump/status/1192438540363276290
realDonaldTrump,2019-11-07,13:46:07S,"The degenerate Washington Post MADE UP the story about me asking Bill Barr to hold a news conference. Never happened, and there were no sources!",61630,15878,https://twitter.com/realDonaldTrump/status/1192438178747170816
realDonaldTrump,2019-11-07,12:28:07S,Bill Barr did not decline my request to talk about Ukraine. The story was a Fake Washington Post con job with an “anonymous” source that doesn’t exist. Just read the Transcript. The Justice Department already ruled that the call was good. We don’t have freedom of the press!,83722,22547,https://twitter.com/realDonaldTrump/status/1192418595323682817
realDonaldTrump,2019-11-07,06:49:07S,"Just returned to the @WhiteHouse after a great evening in Monroe, Louisiana with a massive turnout of Great American Patriots. With early voting underway until Sat, find your polling location below &amp; go vote for your next #LAgov, @EddieRispone! #GeauxVote https://vote.donaldjtrump.com/",45515,12084,https://twitter.com/realDonaldTrump/status/1192333300683198464
realDonaldTrump,2019-11-07,05:08:07S,"....The LameStream Media, which is The Enemy of the People, is working overtime with made up stories in order to drive dissension and distrust!",48062,12221,https://twitter.com/realDonaldTrump/status/1192307862204108800
realDonaldTrump,2019-11-07,05:08:07S,"The story in the Amazon Washington Post, of course picked up by Fake News CNN, saying “President Trump asked for AG Barr to host a news conference clearing him on Ukraine,” is totally untrue and just another FAKE NEWS story with anonymous sources that don’t exist....",63609,16554,https://twitter.com/realDonaldTrump/status/1192307858366271490
realDonaldTrump,2019-11-07,05:06:07S,"Years ago, when Media was legitimate, people known as “Fact Checkers” would always call to check and see if a story was accurate. Nowadays they don’t use “Fact Checkers” anymore, they just write whatever they want!",109112,23423,https://twitter.com/realDonaldTrump/status/1192307362331119617
realDonaldTrump,2019-11-07,03:36:07S,"LOUISIANA! Early voting is underway until Saturday, it’s time to get out and VOTE to REPLACE Radical Liberal Democrat John Bel Edwards with a great new REPUBLICAN Governor, @EddieRispone! #GeauxVote POLL FINDER: https://vote.donaldjtrump.com/",36571,9949,https://twitter.com/realDonaldTrump/status/1192284746815922176
realDonaldTrump,2019-11-07,03:09:07S,,47040,12107,https://twitter.com/realDonaldTrump/status/1192277865032822784
realDonaldTrump,2019-11-06,23:56:06S,"A great evening last night in Kentucky and Mississippi for the Republican Party with 13 BIG WINS, including a Governorship in Mississippi. Congratulations to everyone!",47921,12654,https://twitter.com/realDonaldTrump/status/1192229368057085952
realDonaldTrump,2019-11-06,21:54:06S,"Thanks to many of you here today, my Administration and Republicans in Congress have now confirmed 157 FEDERAL JUDGES who will uphold our Constitution AS WRITTEN, a profoundly historic milestone and a truly momentous achievement!",69785,18086,https://twitter.com/realDonaldTrump/status/1192198480267218945
realDonaldTrump,2019-11-06,20:15:06S,"....Also talked about their Border with Syria, the eradication of terrorism, the ending of hostilities with the Kurds, and many other topics. Look forward to seeing President Erdogan next Wednesday, November 13th at the @WhiteHouse!",43369,9474,https://twitter.com/realDonaldTrump/status/1192173803171983362
realDonaldTrump,2019-11-06,20:15:06S,Just had a very good call with President @RTErdogan of Turkey. He informed me that they have captured numerous ISIS fighters that were reported to have escaped during the conflict – including a wife and sister of terrorist killer al Baghdadi….,65679,15320,https://twitter.com/realDonaldTrump/status/1192173801502588928
realDonaldTrump,2019-11-06,19:10:06S,"Just had a meeting with top representatives from Egypt, Ethiopia, and Sudan to help solve their long running dispute on the Grand Ethiopian Renaissance Dam, one of the largest in the world, currently being built. The meeting went well and discussions will continue during the day!",52134,11804,https://twitter.com/realDonaldTrump/status/1192157303753125888
realDonaldTrump,2019-11-06,13:30:06S,Stock Markets (all three) hit another ALL TIME & HISTORIC HIGH yesterday! You are sooo lucky to have me as your President (just kidding!). Spend your money well!,162505,29301,https://twitter.com/realDonaldTrump/status/1192071660494565377
realDonaldTrump,2019-11-06,13:17:06S,"Thank you to Kurt Volker, U.S. Envoy to Ukraine, who said in his Congressional Testimony, just released, “You asked what conversations did I have about that quid pro quo, et cetra. NONE, because I didn’t know there was a quid pro quo.” Witch Hunt!",85749,21000,https://twitter.com/realDonaldTrump/status/1192068562682368002
realDonaldTrump,2019-11-06,13:06:06S,"“Based on the things I’ve seen, the Democrats have no case, or a weak case, at best. I don’t think there are, or will be, well founded articles of Impeachment here.” Robert Wray, respected former prosecutor. It is a phony scam by the Do Nothing Dems! @foxandfriends",63508,14829,https://twitter.com/realDonaldTrump/status/1192065660593029120
realDonaldTrump,2019-11-06,12:51:06S,"Based on the Kentucky results, Mitch McConnell @senatemajldr will win BIG in Kentucky next year!",60293,11790,https://twitter.com/realDonaldTrump/status/1192062007324938240
realDonaldTrump,2019-11-06,05:18:06S,Great going Tate!,43488,9641,https://twitter.com/realDonaldTrump/status/1191947934734176257
realDonaldTrump,2019-11-06,05:15:06S,"Our big Kentucky Rally on Monday night had a massive impact on all of the races. The increase in Governors race was at least 15 points, and maybe 20! Will be in Louisiana for @EddieRispone on Wednesday night. Big Rally!",55394,12219,https://twitter.com/realDonaldTrump/status/1191947091461001216
realDonaldTrump,2019-11-06,04:56:06S,A lot of winning in Kentucky. Check out the numbers.,36215,8148,https://twitter.com/realDonaldTrump/status/1191942342879666178
realDonaldTrump,2019-11-06,04:51:06S,Congratulations to @tatereeves on winning Governor of the Great State of Mississippi. Our big Rally on Friday night moved the numbers from a tie to a big WIN. Great reaction under pressure Tate!,60472,12023,https://twitter.com/realDonaldTrump/status/1191941077646876672
realDonaldTrump,2019-11-06,04:37:06S,"#ElectionNight Won 5 out of 6 elections in Kentucky, including 5 great candidates that I spoke for and introduced last night. @MattBevin picked up at least 15 points in last days, but perhaps not enough (Fake News will blame Trump!). Winning in Mississippi Governor race!",56378,12723,https://twitter.com/realDonaldTrump/status/1191937709364928513
realDonaldTrump,2019-11-06,02:38:06S,"Great going Daniel, proud of you!",64467,13213,https://twitter.com/realDonaldTrump/status/1191907734687498241
realDonaldTrump,2019-11-06,01:02:06S,95% Approval Rating in the Republican Party. Thank you!,98840,23957,https://twitter.com/realDonaldTrump/status/1191883585034297344
realDonaldTrump,2019-11-05,20:42:05S,"KENTUCKY! #KYGov Get out today and VOTE for @MattBevin and the entire Republican ticket! MISSISSIPPI! #MSGov Get out today and VOTE for @TateReeves and the entire Republican ticket! Polls are open for a few more hours, find your location below!",38856,10462,https://twitter.com/realDonaldTrump/status/1191818006738939905
realDonaldTrump,2019-11-05,18:58:05S,Thank you so much CLUB 45. You are truly Great Americans. See you in Florida!,61284,16182,https://twitter.com/realDonaldTrump/status/1191791823645229056
realDonaldTrump,2019-11-05,17:19:05S,KENTUCKY! Get out today and VOTE for @MattBevin and the entire Republican ticket! MISSISSIPPI! Get out today and VOTE for @TateReeves and the entire Republican ticket! #VoteOnNov5 #ElectionDay Find your polling location below! https://vote.donaldjtrump.com/,39167,11297,https://twitter.com/realDonaldTrump/status/1191767071249616897
realDonaldTrump,2019-11-05,17:00:05S,A very good start! Please all work hard to get a final deal.,37222,8967,https://twitter.com/realDonaldTrump/status/1191762155022012416
realDonaldTrump,2019-11-05,14:05:05S,"So sad to see what is happening in New York where Governor Cuomo & Mayor DeBlasio are letting out 900 Criminals, some hardened & bad, onto the sidewalks of our rapidly declining, because of them, city. The Radical Left Dems are killing our cities. NYPD Commissioner is resigning!",90591,25254,https://twitter.com/realDonaldTrump/status/1191718159583240192
realDonaldTrump,2019-11-05,13:59:05S,FIND YOUR POLLING LOCATION HERE! https://vote.donaldjtrump.com/,33117,10490,https://twitter.com/realDonaldTrump/status/1191716558713868288
realDonaldTrump,2019-11-05,13:28:05S,"This is the time for Mexico, with the help of the United States, to wage WAR on the drug cartels and wipe them off the face of the earth. We merely await a call from your great new president!",186670,45443,https://twitter.com/realDonaldTrump/status/1191708902041227264
realDonaldTrump,2019-11-05,13:25:05S,"....monsters, the United States stands ready, willing & able to get involved and do the job quickly and effectively. The great new President of Mexico has made this a big issue, but the cartels have become so large and powerful that you sometimes need an army to defeat an army!",70486,18299,https://twitter.com/realDonaldTrump/status/1191708086140047361
realDonaldTrump,2019-11-05,13:25:05S,"A wonderful family and friends from Utah got caught between two vicious drug cartels, who were shooting at each other, with the result being many great American people killed, including young children, and some missing. If Mexico needs or requests help in cleaning out these.....",79136,21981,https://twitter.com/realDonaldTrump/status/1191708046126399488
realDonaldTrump,2019-11-05,12:58:05S,"“The Impeachment Hoax has fired up voters in Kentucky, Mississippi and Louisiana.” @foxandfriends",63083,14409,https://twitter.com/realDonaldTrump/status/1191701295951949825
realDonaldTrump,2019-11-05,12:47:05S,Fantastic being in the Great State of Kentucky last night. Vote for Matt Bevin NOW! @MattBevin One of Best Governors in U.S. He will never let you down!,46735,11076,https://twitter.com/realDonaldTrump/status/1191698487697649670
realDonaldTrump,2019-11-05,12:09:05S,The Do Nothing Dems have gone Radical Left Crazy. The can’t get anything done!,29488,7461,https://twitter.com/realDonaldTrump/status/1191689078393262080
realDonaldTrump,2019-11-05,12:05:05S,"Virginia, with all of the massive amount of defense and other work I brought to you, and with everything planned, go out and vote Republican today. I know the Dems are saying that they have your vote locked up, but that would mean a long slide down. VOTE REPUBLICAN TODAY!",78347,18868,https://twitter.com/realDonaldTrump/status/1191687950360358913
realDonaldTrump,2019-11-05,02:08:05S,Vote for Sean Spicer on Dancing with the Stars. He is a great and very loyal guy who is working very hard! #MAGA,61993,13210,https://twitter.com/realDonaldTrump/status/1191537655592431616
realDonaldTrump,2019-11-04,17:39:04S,"My son, @DonaldJTrumpJr is coming out with a new book, “Triggered: How the Left Thrives on Hate and Wants to Silence Us” – available tomorrow, November 5th! A great new book that I highly recommend for ALL to read. Go order it today!",115501,25419,https://twitter.com/realDonaldTrump/status/1191409674656059392
realDonaldTrump,2019-11-04,15:09:04S,All-Time High for Stock Market and all the Fake News wants to talk about is the Impeachment Hoax!,89273,19834,https://twitter.com/realDonaldTrump/status/1191371996459884549
realDonaldTrump,2019-11-04,14:51:04S,Read the Transcript!,90020,18604,https://twitter.com/realDonaldTrump/status/1191367365260394499
realDonaldTrump,2019-11-04,14:51:04S,"Big Rally in Kentucky TONIGHT for a man who has worked really hard & done a GREAT job, Gov @MattBevin. Kentucky is having the best economic year ever under Matt’s leadership. He is a fantastic guy who loves our Military, our Vets and our 2A. Vote Tuesday! https://www.donaldjtrump.com/events/ky-lex-2019-nov/",44104,12821,https://twitter.com/realDonaldTrump/status/1191367354892128261
realDonaldTrump,2019-11-04,14:22:04S,"....I don’t like him using my name to build his consulting company, or whatever. Please advise his clients and Administration officials accordingly.",44433,9712,https://twitter.com/realDonaldTrump/status/1191360002352652288
realDonaldTrump,2019-11-04,14:22:04S,"Many people say they know me, claiming to be “best friends” and really close etc., when I don’t know these people at all. This happens, I suppose, to all who become President. With that being stated, I don’t know, to the best of my knowledge, a man named Michael Esposito.....",58579,13153,https://twitter.com/realDonaldTrump/status/1191359986900840453
realDonaldTrump,2019-11-04,13:45:04S,Stock Market hits RECORD HIGH. Spend your money well!,120721,22707,https://twitter.com/realDonaldTrump/status/1191350738536083459
realDonaldTrump,2019-11-04,13:14:04S,“There is no Whistleblower. There is someone with an agenda against Donald Trump. What he was blowing the whistle on didn’t happen. We have the transcript of the call. This is all a farce and no Republican should forget that.” @dbongino @foxandfriends,65019,17501,https://twitter.com/realDonaldTrump/status/1191342959695933441
realDonaldTrump,2019-11-04,12:58:04S,95% Approval Rating in the Republican Party. Thank you!,128434,20706,https://twitter.com/realDonaldTrump/status/1191338937387757568
realDonaldTrump,2019-11-04,12:50:04S,The Whistleblower gave false information & dealt with corrupt politician Schiff. He must be brought forward to testify. Written answers not acceptable! Where is the 2nd Whistleblower? He disappeared after I released the transcript. Does he even exist? Where is the informant? Con!,92507,25146,https://twitter.com/realDonaldTrump/status/1191337006615482368
realDonaldTrump,2019-11-04,12:06:04S,What I said on the phone call with the Ukrainian President is “perfectly” stated. There is no reason to call witnesses to analyze my words and meaning. This is just another Democrat Hoax that I have had to live with from the day I got elected (and before!). Disgraceful!,89077,20275,https://twitter.com/realDonaldTrump/status/1191325883774189568
realDonaldTrump,2019-11-04,11:53:04S,"Mark Levin, a great lawyer and scholar, said last night on his @marklevinshow, that all you have to do is read the transcript of the call, you do not need Never Trumpers or other witnesses to say what it means or says. It is plainly and very well stated for all to see. Witch Hunt",66647,17105,https://twitter.com/realDonaldTrump/status/1191322448718966784
realDonaldTrump,2019-11-04,11:38:04S,Great! But how do you know it was a “mistweet?” May be something with deep meaning!,88462,21827,https://twitter.com/realDonaldTrump/status/1191318856683413504
realDonaldTrump,2019-11-04,05:15:04S,"Louisiana, get out and Vote Early for @EddieRispone as your next Governor. Lower Taxes and car insurance. Will protect your 2nd Amendment. John Bel Edwards is always fighting our MAGA Agenda. Wants to raise your taxes and car insurance to the sky. Vote for Republican Eddie R!",48689,13576,https://twitter.com/realDonaldTrump/status/1191222515030470657
realDonaldTrump,2019-11-04,05:01:04S,"Great Republican Geary Higgins has my complete and total Endorsement for Virginia Senate, 13th District. He is strong on Crime, the Border, our Military, Cutting Taxes, and protecting your 2nd Amendment. Dem John Bell will take your guns & raise your taxes. Vote for Geary Higgins",53884,14016,https://twitter.com/realDonaldTrump/status/1191218806468820994
realDonaldTrump,2019-11-04,04:18:04S,"@marklevinshow Mark Levin: “We ought to talk about the substance of this phone call. We have the call, I don’t know what we need witnesses for? Can’t we read English? Do I need a Whistleblower to tell me what I’m reading? Do I need a Lt. C. to tell me? NO.” So plain and simple!",20971,6900,https://twitter.com/realDonaldTrump/status/1191208147173679104
realDonaldTrump,2019-11-04,03:54:04S,Good point!,35945,10345,https://twitter.com/realDonaldTrump/status/1191202113847746561
realDonaldTrump,2019-11-04,03:52:04S,We won’t Steve!,42714,11692,https://twitter.com/realDonaldTrump/status/1191201586590171136
realDonaldTrump,2019-11-04,01:08:04S,Don’t miss this show!,36575,8949,https://twitter.com/realDonaldTrump/status/1191160243784433665
realDonaldTrump,2019-11-04,00:59:04S,"False stories are being reported that a few Republican Senators are saying that President Trump may have done a quid pro quo, but it doesn’t matter, there is nothing wrong with that, it is not an impeachable event. Perhaps so, but read the transcript, there is no quid pro quo!",93262,20666,https://twitter.com/realDonaldTrump/status/1191158055397969920
realDonaldTrump,2019-11-04,00:48:04S,"....should give their own transcripts of the interviews to contrast with Schiff’s manipulated propaganda. House Republicans must have nothing to do with Shifty’s rendition of those interviews. He is a proven liar, leaker & freak who is really the one who should be impeached!",53713,13252,https://twitter.com/realDonaldTrump/status/1191155326743195648
realDonaldTrump,2019-11-04,00:48:04S,"If Shifty Adam Schiff, who is a corrupt politician who fraudulently made up what I said on the “call,” is allowed to release transcripts of the Never Trumpers & others that are & were interviewed, he will change the words that were said to suit the Dems purposes. Republicans...",72828,18004,https://twitter.com/realDonaldTrump/status/1191155312084082688
realDonaldTrump,2019-11-03,22:24:03S,,38306,12999,https://twitter.com/realDonaldTrump/status/1191119056910372864
realDonaldTrump,2019-11-03,20:23:03S,"Virginia has the best Unemployment and Economic numbers in the history of the State. If the Democrats get in, those numbers will go rapidly in the other direction. On Tuesday, Vote Republican!",73658,18498,https://twitter.com/realDonaldTrump/status/1191088472997744640
realDonaldTrump,2019-11-03,20:18:03S,"I hope everyone in the Great State of Virginia will get out and VOTE on Tuesday in all of the local and state elections to send a signal to D.C. that you want lower taxes, a strong Military, Border & 2nd Amendment, great healthcare, and must take care of our Vets. VOTE REPUBLICAN",85981,22416,https://twitter.com/realDonaldTrump/status/1191087187443490818
realDonaldTrump,2019-11-03,20:05:03S,"The Fake News Media is working hard so that information about the Whistleblower’s identity, which may be very bad for them and their Democrat partners, never reaches the Public.",76926,19116,https://twitter.com/realDonaldTrump/status/1191083920282050560
realDonaldTrump,2019-11-03,18:23:03S,"The Democrats are Fixers, and they are working overtime to FIX the Impeachment “Process” in order to hurt the Republican Party and me. Nancy Pelosi should instead Fix her broken District and Corrupt Adam should clean up & manage the California forests which are always burning!",74961,20021,https://twitter.com/realDonaldTrump/status/1191058382695927808
realDonaldTrump,2019-11-03,16:45:03S,Fake News!,48411,11001,https://twitter.com/realDonaldTrump/status/1191033582053052416
realDonaldTrump,2019-11-03,16:41:03S,The Angry Majority!,90573,16260,https://twitter.com/realDonaldTrump/status/1191032782274748416
realDonaldTrump,2019-11-03,16:40:03S,"Many people listened to my phone call with the Ukrainian President while it was being made. I never heard any complaints. The reason is that it was totally appropriate, I say perfect. Republicans have never been more unified, and my Republican Approval Rating is now 95%!",89243,19155,https://twitter.com/realDonaldTrump/status/1191032506105024512
realDonaldTrump,2019-11-03,16:25:03S,....and FEDERAL CONTRACTOR SPIES stories. The finest law enforcement on the planet could not have shown a ROADMAP like that which was produced by you. @OANN should be VERY proud of this great work. I wish more people were seeking the facts and the truth. Keep it up!,39079,10664,https://twitter.com/realDonaldTrump/status/1191028762252439552
realDonaldTrump,2019-11-03,16:25:03S,"Thank you to @OANN for the absolutely incredible Special Report narrated by @PearsonSharp. Seldom do the American people get to see journalistic work of this quality. Now it would be great if the legitimate sections of law enforcement would study your SMEARS, SPIES AND LIES....",50095,14149,https://twitter.com/realDonaldTrump/status/1191028748818116608
realDonaldTrump,2019-11-03,16:13:03S,“Morrison testifies he saw nothing wrong with the Trump call.” @OANN,48383,11735,https://twitter.com/realDonaldTrump/status/1191025740046716933
realDonaldTrump,2019-11-03,15:01:03S,"....Matt has been a GREAT Governor. Kentucky (I Love You!), please be sure to vote for Matt Bevin on TUESDAY. Matt will never let you down, and we have to send a strong signal to Nancy Pelosi and the Radical Left Democrats. See you on Monday night, VOTE TUESDAY!!!",41350,9823,https://twitter.com/realDonaldTrump/status/1191007379212648448
realDonaldTrump,2019-11-03,15:01:03S,Walking into Madison Square Garden last night with @danawhite for the big @UFC Championship fight was a little bit like walking into a Trump Rally. Plenty of MAGA &amp; KAG present. Great energy. Fantastic job Dana! Heading to D.C. and then to Kentucky for a big @MattBevin Rally...,65836,13804,https://twitter.com/realDonaldTrump/status/1191007372673720321
realDonaldTrump,2019-11-03,14:37:03S,Great fight Champ!,100581,19234,https://twitter.com/realDonaldTrump/status/1191001547901194242
realDonaldTrump,2019-11-03,14:33:03S,"The Whistleblower got it sooo wrong that HE must come forward. The Fake News Media knows who he is but, being an arm of the Democrat Party, don’t want to reveal him because there would be hell to pay. Reveal the Whistleblower and end the Impeachment Hoax!",105775,25806,https://twitter.com/realDonaldTrump/status/1191000516580519937
realDonaldTrump,2019-11-03,14:12:03S,"....putting these massive, and many, fires out. Great firefighters! Also, open up the ridiculously closed water lanes coming down from the North. Don’t pour it out into the Pacific Ocean. Should be done immediately. California desperately needs water, and you can have it now!",54067,13523,https://twitter.com/realDonaldTrump/status/1190995042107887616
realDonaldTrump,2019-11-03,14:11:03S,"..Every year, as the fire’s rage & California burns, it is the same thing-and then he comes to the Federal Government for $$$help. No more. Get your act together Governor. You don’t see close to the level of burn in other states...But our teams are working well together in.....",52260,13012,https://twitter.com/realDonaldTrump/status/1190995035703185408
realDonaldTrump,2019-11-03,14:11:03S,"The Governor of California, @GavinNewsom, has done a terrible job of forest management. I told him from the first day we met that he must “clean” his forest floors regardless of what his bosses, the environmentalists, DEMAND of him. Must also do burns and cut fire stoppers.....",80085,21285,https://twitter.com/realDonaldTrump/status/1190995034163892226
realDonaldTrump,2019-11-03,05:03:03S,,60803,17788,https://twitter.com/realDonaldTrump/status/1190857021316325376
realDonaldTrump,2019-11-02,22:26:02S,Didn’t he pick the Whistleblower?,61213,16408,https://twitter.com/realDonaldTrump/status/1190756985433657344
realDonaldTrump,2019-11-02,21:10:02S,A giant Scam!,50229,15337,https://twitter.com/realDonaldTrump/status/1190737940940574720
realDonaldTrump,2019-11-02,21:01:02S,Schiff will change the transcripts just like he fraudulently made up the phone call. He is a corrupt politician!,59108,18067,https://twitter.com/realDonaldTrump/status/1190735767955529728
realDonaldTrump,2019-11-02,20:57:02S,The Whistleblower has disappeared. Where is the Whistleblower?,144317,30078,https://twitter.com/realDonaldTrump/status/1190734818595758085
realDonaldTrump,2019-11-02,20:55:02S,"Big Rally in Kentucky on Monday night for a man who has worked really hard & done a GREAT job, Governor @MattBevin. Kentucky is having the best economic year ever under Matt’s leadership. He is a fantastic guy who loves our Military, our Vets and our 2nd Amendment. Vote Tuesday!",55957,14475,https://twitter.com/realDonaldTrump/status/1190734151479103490
realDonaldTrump,2019-11-02,18:18:02S,"Louisiana has a chance to have a really great Governor in @EddieRispone. Auto insurance costs and taxes will be coming way down with Eddie, and your 2nd Amendment will be protected. Current Democrat governor has done a really poor job! VOTE EARLY FOR EDDIE!",57716,14837,https://twitter.com/realDonaldTrump/status/1190694747716886528
realDonaldTrump,2019-11-02,18:12:02S,"Tate Reeves will be a great Governor of Mississippi, and what an electric Rally last night. Vote for Tate on Tuesday!",49217,12581,https://twitter.com/realDonaldTrump/status/1190693144310009858
realDonaldTrump,2019-11-02,16:26:02S,"A great new book by Howie Carr, “What Really Happened, How Donald J. Trump Saved America From Hillary Clinton,” is on sale now. Howie is a talented New England force who was there at the very beginning!",92823,20791,https://twitter.com/realDonaldTrump/status/1190666385418080257
realDonaldTrump,2019-11-01,23:16:01S,The Whistleblower must come forward to explain why his account of the phone call with the Ukrainian President was so inaccurate (fraudulent?). Why did the Whistleblower deal with corrupt politician Shifty Adam Schiff and/or his committee?,104760,25766,https://twitter.com/realDonaldTrump/status/1190407200109318144
realDonaldTrump,2019-11-01,22:48:01S,You can’t Impeach someone who hasn’t done anything wrong!,279478,49480,https://twitter.com/realDonaldTrump/status/1190400372180807681
realDonaldTrump,2019-11-01,21:51:01S,"Oh no, Beto just dropped out of race for President despite him saying he was “born for this.” I don’t think so!",185056,31742,https://twitter.com/realDonaldTrump/status/1190385966621569024
realDonaldTrump,2019-11-01,21:40:01S,Republicans have never been more unified than they are right now! The Dems are a mess under the corrupt leadership of Nervous Nancy Pelosi and Shifty Adam Schiff!,103885,22108,https://twitter.com/realDonaldTrump/status/1190383074632257536
realDonaldTrump,2019-11-01,21:11:01S,.....with a President and Federal Government that wants our wonerful City and State to flourish and thrive. I Love New York!,45338,9805,https://twitter.com/realDonaldTrump/status/1190375834529468423
realDonaldTrump,2019-11-01,21:11:01S,"....our great police are being disrespected, even with water dumped on them, because a Mayor and Governor just don’t “have their backs.” New York’s Finest must be cherished, respected and loved. Too many prople are leaving our special New York. Great leaders would work....",48229,10735,https://twitter.com/realDonaldTrump/status/1190375831840985091
